Product_ID,Extraction_Date,Staples_Final_Price,Amz_Final_Price,Google_Visits,Google_Revenue,Google_Order,Google_Unique_Visitors,SC_Visits,SC_Revenue,SC_Order,SC_Unique_Visitors,Direct_Visits,Direct_Revenue,Direct_Order,Direct_Unique_Visitors
392941,2014-02-24,32.49,32.49,2,0,0,0,0,0,0,0,4,32.49,1,3
392941,2014-02-25,32.49,32.49,2,0,0,0,0,0,0,0,7,32.49,1,7
392941,2014-02-26,32.49,32.49,3,1,1,1,0,0,0,0,5,35.49,1,5
392941,2014-02-27,32.49,32.49,2,0,0,0,0,0,0,0,5,64.98,1,5
392941,2014-02-28,32.49,32.49,3,0,0,0,1,0,0,1,3,0,0,3
392941,2014-03-03,32.49,32.49,0,0,0,0,0,0,0,0,4,32.49,1,4
392941,2014-03-04,32.49,32.49,0,0,0,0,0,0,0,0,2,32.49,1,2
392941,2014-03-05,32.49,32.49,2,0,0,0,0,0,0,0,4,32.49,1,4
392941,2014-03-06,32.49,32.49,1,0,0,0,0,0,0,0,6,35.49,1,6
392941,2014-03-07,32.49,32.49,0,0,0,0,0,0,0,0,4,129.96,2,4
392941,2014-03-10,32.49,32.49,0,0,0,0,0,0,0,0,6,132.96,3,6
392941,2014-03-11,32.49,32.49,0,0,0,0,0,0,0,0,7,0,0,7
392941,2014-03-12,32.49,32.49,1,0,0,0,0,0,0,0,4,97.47,2,4
392941,2014-03-13,32.49,32.49,2,0,0,0,2,0,0,1,10,97.47,2,9
392941,2014-03-14,32.49,32.49,4,1,1,1,0,0,0,0,7,171.45,5,5
392941,2014-03-17,32.49,32.49,2,0,0,0,0,0,0,0,2,0,0,2
392941,2014-03-18,32.49,32.49,1,0,0,0,1,0,0,1,4,97.47,3,4
392941,2014-03-19,32.49,32.49,2,1,1,1,0,0,0,0,3,67.98,2,3
392941,2014-03-20,32.49,32.49,1,0,0,0,0,0,0,0,9,100.47,2,9
392941,2014-03-21,32.49,32.49,1,0,0,0,0,0,0,0,3,97.47,2,3
392941,2014-03-24,32.49,32.49,2,0,0,0,0,0,0,0,4,67.98,2,4
392941,2014-03-25,32.49,32.49,0,0,0,0,0,0,0,0,4,0,0,4
392941,2014-03-26,32.49,32.49,0,0,0,0,0,0,0,0,7,132.96,3,7
392941,2014-03-27,32.49,32.49,0,0,0,0,0,0,0,0,8,171.45,3,7
392941,2014-03-28,32.49,32.49,1,0,0,0,0,0,0,0,4,32.49,1,4
392941,2014-03-31,32.49,32.49,2,0,0,0,0,0,0,0,5,100.47,2,5
392941,2014-04-01,32.49,32.49,0,0,0,0,0,0,0,0,8,0,0,7
392941,2014-04-02,32.49,32.49,1,0,0,0,0,0,0,0,4,67.98,2,4
392941,2014-04-03,32.49,32.49,1,0,0,0,0,0,0,0,0,0,0,0
392941,2014-04-04,32.49,32.49,0,0,0,0,0,0,0,0,1,0,0,1
392941,2014-04-07,32.49,32.49,3,0,0,0,0,0,0,0,3,35.49,1,3
392941,2014-04-08,32.49,32.49,2,0,0,0,0,0,0,0,4,129.96,1,4
392941,2014-04-09,32.49,32.49,2,0,0,0,0,0,0,0,2,32.49,1,2
392941,2014-04-10,32.49,32.49,3,1,1,1,0,0,0,0,1,0,0,1
392941,2014-04-11,32.49,32.49,0,0,0,0,0,0,0,0,6,165.45,3,6
392941,2014-04-14,32.49,32.49,1,0,0,0,0,0,0,0,6,35.49,1,6
392941,2014-04-15,32.49,32.49,0,0,0,0,0,0,0,0,6,32.49,1,5
392941,2014-04-16,32.49,32.49,0,0,0,0,0,0,0,0,6,103.47,3,6
392941,2014-04-17,32.49,32.49,2,0,0,0,0,0,0,0,6,0,0,5
392941,2014-04-18,32.49,32.49,1,1,1,1,0,0,0,0,1,0,0,1
392941,2014-04-21,32.49,32.49,0,0,0,0,0,0,0,0,4,32.49,1,4
392941,2014-04-22,32.49,32.49,1,1,1,1,0,0,0,0,7,197.94,3,7
392941,2014-04-23,32.49,32.49,0,0,0,0,0,0,0,0,4,97.47,2,4
392941,2014-04-24,32.49,32.49,0,0,0,0,0,0,0,0,2,35.49,1,1
392941,2014-04-25,32.49,25,4,1,1,1,0,0,0,0,2,32.49,1,2
392941,2014-04-28,32.49,25.59,1,1,1,1,0,0,0,0,5,0,0,5
392941,2014-04-29,32.49,25.59,2,0,0,0,0,0,0,0,5,35.49,1,4
392941,2014-04-30,32.49,25.59,1,0,0,0,0,0,0,0,4,0,0,4
392941,2014-05-01,32.49,25.59,1,1,1,1,0,0,0,0,1,64.98,1,1
392941,2014-05-02,32.49,25.59,1,0,0,0,0,0,0,0,4,162.45,3,4
392941,2014-05-05,32.49,25.59,0,0,0,0,0,0,0,0,2,0,0,2
392941,2014-05-06,32.49,25.59,0,0,0,0,0,0,0,0,6,64.98,1,5
392941,2014-05-07,32.49,25.59,0,0,0,0,0,0,0,0,5,64.98,2,5
392941,2014-05-08,32.49,27.57,4,3,3,1,0,0,0,0,10,67.98,2,10
392941,2014-05-09,32.49,28.32,0,0,0,0,0,0,0,0,3,129.96,1,3
392941,2014-05-12,32.49,26.65,1,0,0,0,0,0,0,0,4,0,0,4
392941,2014-05-13,32.49,27.7,1,0,0,0,0,0,0,0,6,97.47,2,6
392941,2014-05-14,32.49,26.56,1,0,0,0,0,0,0,0,3,64.98,2,3
392941,2014-05-15,32.49,26.26,2,0,0,0,0,0,0,0,3,64.98,2,3
392941,2014-05-16,32.49,32.49,2,0,0,0,0,0,0,0,5,0,0,5
392941,2014-05-19,32.49,32.49,1,0,0,0,0,0,0,0,6,97.47,2,5
392941,2014-05-20,32.49,32.49,0,0,0,0,0,0,0,0,3,0,0,3
392941,2014-05-21,32.49,32.49,3,0,0,0,0,0,0,0,3,32.49,1,3
392941,2014-05-22,32.49,32.49,3,0,0,0,0,0,0,0,6,32.49,1,6
392941,2014-05-23,32.49,32.49,0,0,0,0,0,0,0,0,2,35.49,1,2
392941,2014-05-26,32.49,32.49,0,0,0,0,0,0,0,0,2,0,0,2
392941,2014-05-27,32.49,32.49,4,1,1,1,0,0,0,0,3,32.49,1,3
392941,2014-05-28,32.49,32.49,10,0,0,0,0,0,0,0,15,32.49,1,15
392941,2014-05-29,32.49,32.49,4,0,0,0,0,0,0,0,15,32.49,1,15
392941,2014-05-30,32.49,32.49,9,1,1,1,0,0,0,0,8,0,0,8
392941,2014-06-02,32.49,32.49,16,1,1,1,0,0,0,0,15,32.49,1,14
392941,2014-06-03,32.49,26.72,16,0,0,0,0,0,0,0,30,192.02,4,29
392941,2014-06-04,32.49,26.72,9,0,0,0,0,0,0,0,26,67.98,2,26
392941,2014-06-05,32.49,26.72,12,1,1,1,0,0,0,0,22,35.49,1,22
392941,2014-06-06,32.49,26.72,1,0,0,0,0,0,0,0,2,32.49,1,2
392941,2014-06-09,32.49,26.44,3,0,0,0,0,0,0,0,4,32.49,1,4
392941,2014-06-10,32.49,26.44,3,0,0,0,0,0,0,0,7,330.9,5,6
392941,2014-06-11,32.49,26.44,2,0,0,0,0,0,0,0,6,64.98,1,6
392941,2014-06-12,32.49,26.44,2,0,0,0,0,0,0,0,4,0,0,3
392941,2014-06-13,32.49,26.44,0,0,0,0,0,0,0,0,4,35.49,1,4
392941,2014-06-16,32.49,26.44,3,1,1,1,0,0,0,0,3,97.47,2,3
392941,2014-06-17,32.49,26.44,1,1,1,1,0,0,0,0,3,103.47,2,3
392941,2014-06-18,32.49,26.44,2,1,1,1,0,0,0,0,3,0,0,3
392941,2014-06-19,32.49,26.44,1,0,0,0,0,0,0,0,6,32.49,1,6
392941,2014-06-20,32.49,26.44,2,2,2,1,0,0,0,0,7,100.47,3,7
392941,2014-06-23,32.49,26.46,0,0,0,0,0,0,0,0,3,35.49,1,3
392941,2014-06-24,32.49,26.46,1,0,0,0,0,0,0,0,2,70.98,1,2
392941,2014-06-25,32.49,26.46,3,2,2,1,0,0,0,0,10,97.47,3,9
392941,2014-06-26,32.49,26.46,6,1,1,1,0,0,0,0,2,0,0,2
392941,2014-06-27,32.49,26.38,1,0,0,0,0,0,0,0,4,522.84,4,4
392941,2014-06-30,32.49,26.38,2,0,0,0,0,0,0,0,7,35.49,1,6
392941,2014-07-01,32.49,24.89,0,0,0,0,0,0,0,0,3,64.98,2,3
392941,2014-07-02,32.49,24.91,0,0,0,0,0,0,0,0,2,0,0,2
392941,2014-07-03,32.49,24.91,2,0,0,0,0,0,0,0,1,97.47,1,1
392941,2014-07-04,32.49,24.79,0,0,0,0,0,0,0,0,3,67.98,2,3
392941,2014-07-07,32.49,26.09,0,0,0,0,0,0,0,0,2,0,0,2
392941,2014-07-08,32.49,25.79,2,1,1,1,0,0,0,0,5,32.49,1,5
392941,2014-07-09,32.49,25.69,2,1,1,1,0,0,0,0,3,0,0,3
392941,2014-07-10,32.49,25.69,4,1,1,1,0,0,0,0,6,132.96,2,6
392941,2014-07-11,32.49,25.49,1,0,0,0,0,0,0,0,6,32.49,1,6
392941,2014-07-14,32.49,25.67,0,0,0,0,0,0,0,0,2,32.49,1,2
392941,2014-07-15,32.49,25.67,1,1,1,1,0,0,0,0,4,70.98,2,4
392941,2014-07-16,32.49,25.67,0,0,0,0,0,0,0,0,8,64.98,2,8
392941,2014-07-17,32.49,25.67,3,1,1,1,0,0,0,0,2,0,0,2
392941,2014-07-18,32.49,25.67,0,0,0,0,0,0,0,0,5,194.94,3,5
392941,2014-07-21,32.49,25.67,2,0,0,0,0,0,0,0,1,0,0,1
392941,2014-07-22,32.49,25.67,0,0,0,0,0,0,0,0,8,103.47,3,8
392941,2014-07-23,32.49,25.67,1,0,0,0,0,0,0,0,5,35.49,1,5
392941,2014-07-24,32.49,25.67,4,1,1,1,0,0,0,0,5,194.94,4,5
392941,2014-07-25,32.49,25.47,3,0,0,0,0,0,0,0,5,0,0,4
392941,2014-07-28,32.49,25.42,1,0,0,0,0,0,0,0,7,206.94,4,7
392941,2014-07-29,32.49,25.67,1,0,0,0,0,0,0,0,4,64.98,1,4
392941,2014-07-30,32.49,25.67,4,1,1,1,0,0,0,0,2,0,0,2
392941,2014-07-31,32.49,25.6,2,1,1,1,0,0,0,0,7,100.47,2,7
392941,2014-08-01,32.49,25.6,1,1,1,1,0,0,0,0,6,168.45,2,5
392941,2014-08-04,32.49,25.6,0,0,0,0,0,0,0,0,3,32.49,1,2
392941,2014-08-05,32.49,25.6,0,0,0,0,0,0,0,0,2,64.98,1,2
392941,2014-08-06,32.49,25.6,2,1,1,1,0,0,0,0,2,32.49,1,2
392941,2014-08-07,32.49,25.6,0,0,0,0,0,0,0,0,6,32.49,1,6
392941,2014-08-08,32.49,25.6,2,1,1,1,0,0,0,0,5,64.98,1,5
392941,2014-08-11,32.49,25.6,1,0,0,0,0,0,0,0,3,0,0,3
392941,2014-08-12,32.49,25.6,1,0,0,0,0,0,0,0,2,35.49,1,2
392941,2014-08-13,32.49,27.25,2,0,0,0,0,0,0,0,5,162.45,2,5
392941,2014-08-14,32.49,27.25,2,1,1,1,0,0,0,0,2,0,0,2
392941,2014-08-15,32.49,26.97,0,0,0,0,0,0,0,0,2,97.47,1,2
392941,2014-08-18,32.49,27.02,2,0,0,0,0,0,0,0,7,100.47,2,7
392941,2014-08-19,32.49,27.57,3,1,1,1,0,0,0,0,6,32.49,1,5
392941,2014-08-20,32.49,27.52,0,0,0,0,0,0,0,0,3,32.49,1,3
392941,2014-08-21,32.49,27.52,1,0,0,0,0,0,0,0,1,0,0,1
392941,2014-08-22,32.49,27.42,1,0,0,0,0,0,0,0,4,0,0,3
392941,2014-08-25,32.49,27.74,3,0,0,0,0,0,0,0,4,0,0,4
392941,2014-08-26,32.49,27.73,0,0,0,0,0,0,0,0,7,138.96,4,7
392941,2014-08-27,32.49,27.73,3,0,0,0,0,0,0,0,1,0,0,1
392941,2014-08-28,32.49,27.68,0,0,0,0,0,0,0,0,2,35.49,1,2
392941,2014-08-29,32.49,27.68,1,0,0,0,0,0,0,0,2,35.49,1,2
392941,2014-09-01,32.49,27.65,0,0,0,0,0,0,0,0,1,0,0,1
392941,2014-09-02,32.49,27.9,1,1,1,1,0,0,0,0,3,35.49,1,3
392941,2014-09-03,32.49,32.49,1,1,1,1,0,0,0,0,7,316.41,3,7
392941,2014-09-04,32.49,32.49,1,0,0,0,0,0,0,0,3,162.45,3,3
392941,2014-09-05,32.49,32.49,2,0,0,0,0,0,0,0,6,165.45,3,6
392941,2014-09-08,32.49,32.49,1,0,0,0,0,0,0,0,7,103.47,2,7
392941,2014-09-09,32.49,32.49,4,0,0,0,0,0,0,0,8,100.47,3,8
392941,2014-09-10,32.49,32.49,1,0,0,0,0,0,0,0,2,0,0,2
392941,2014-09-11,32.49,32.49,2,0,0,0,0,0,0,0,4,67.98,2,4
392941,2014-09-12,32.49,32.49,3,0,0,0,0,0,0,0,2,64.98,2,2
392941,2014-09-15,32.49,32.49,4,0,0,0,0,0,0,0,7,67.98,2,7
392941,2014-09-16,32.49,32.49,2,0,0,0,0,0,0,0,9,169.45,2,9
392941,2014-09-17,33.89,33.89,1,0,0,0,0,0,0,0,4,203.34,2,4
392941,2014-09-18,33.89,28.15,0,0,0,0,0,0,0,0,5,33.89,1,5
392941,2014-09-19,33.89,30.46,1,2,2,2,0,0,0,0,4,135.56,1,4
392941,2014-09-22,33.89,30.46,2,0,0,0,0,0,0,0,5,67.78,2,5
392941,2014-09-23,33.89,30.79,3,0,0,0,0,0,0,0,3,271.12,2,3
392941,2014-09-24,33.89,30.79,3,0,0,0,0,0,0,0,9,101.67,3,8
392941,2014-09-25,33.89,30.79,1,0,0,0,0,0,0,0,5,33.89,1,5
392941,2014-09-26,33.89,30.79,1,0,0,0,0,0,0,0,5,135.56,3,5
392941,2014-09-29,33.89,30.79,0,0,0,0,0,0,0,0,8,33.89,1,8
392941,2014-09-30,33.89,30.79,1,0,0,0,0,0,0,0,4,0,0,4
392941,2014-10-01,33.89,30.79,2,0,0,0,0,0,0,0,5,0,0,5
392941,2014-10-02,33.89,30.79,2,1,1,1,0,0,0,0,3,0,0,3
392941,2014-10-03,33.89,30.79,0,0,0,0,0,0,0,0,3,67.78,2,2
392941,2014-10-06,33.89,30.79,4,0,0,0,0,0,0,0,3,67.78,1,3
392941,2014-10-07,33.89,30.79,1,0,0,0,0,0,0,0,7,67.78,2,6
392941,2014-10-08,33.89,30.79,5,1,1,1,0,0,0,0,7,135.56,4,6
392941,2014-10-09,33.89,30.79,0,0,0,0,0,0,0,0,3,101.67,2,3
392941,2014-10-10,33.89,30.79,1,1,1,1,0,0,0,0,1,33.89,1,1
392941,2014-10-13,33.89,30.79,0,0,0,0,0,0,0,0,7,135.56,4,7
392941,2014-10-14,33.89,30.79,1,0,0,0,0,0,0,0,4,0,0,4
392941,2014-10-15,33.89,30.79,3,1,1,1,0,0,0,0,4,67.78,2,4
392941,2014-10-16,33.89,30.79,4,2,2,1,0,0,0,0,7,0,0,7
392941,2014-10-17,33.89,30.79,0,0,0,0,0,0,0,0,3,0,0,3
392941,2014-10-20,33.89,30.79,0,0,0,0,0,0,0,0,3,67.78,1,3
392941,2014-10-21,33.89,30.79,3,1,1,1,0,0,0,0,4,33.89,1,4
392941,2014-10-22,33.89,29.99,1,1,1,1,0,0,0,0,3,0,0,3
392941,2014-10-23,33.89,29.99,2,1,1,1,0,0,0,0,4,33.89,1,4
392941,2014-10-24,33.89,29.99,1,0,0,0,0,0,0,0,4,0,0,4
392941,2014-10-27,33.89,29.99,1,0,0,0,0,0,0,0,0,0,0,0
392941,2014-10-28,33.89,29.99,1,0,0,0,0,0,0,0,6,67.78,2,6
392941,2014-10-29,33.89,29.99,5,1,1,1,0,0,0,0,10,305.01,4,8
392941,2014-10-30,33.89,29.99,0,0,0,0,0,0,0,0,8,33.89,1,8
392941,2014-10-31,33.89,29.99,0,0,0,0,0,0,0,0,3,101.67,1,3
392941,2014-11-03,33.89,29.99,2,0,0,0,0,0,0,0,6,67.78,2,6
392941,2014-11-04,33.89,29.32,1,0,0,0,0,0,0,0,4,33.89,1,4
392941,2014-11-05,33.89,29.32,1,0,0,0,0,0,0,0,8,101.67,3,8
392941,2014-11-06,33.89,29.32,1,0,0,0,0,0,0,0,17,67.78,2,17
392941,2014-11-07,33.89,29.32,0,0,0,0,0,0,0,0,4,0,0,4
392941,2014-11-10,33.89,29.32,2,2,2,1,0,0,0,0,2,101.67,2,2
392941,2014-11-11,33.89,29.32,1,0,0,0,0,0,0,0,3,67.78,2,2
392941,2014-11-12,33.89,29.32,1,0,0,0,0,0,0,0,7,135.56,3,7
392941,2014-11-13,33.89,29.32,2,1,1,1,0,0,0,0,2,0,0,2
392941,2014-11-14,33.89,29.32,1,1,1,1,0,0,0,0,2,135.56,1,2
392941,2014-11-17,33.89,29.32,2,1,1,1,0,0,0,0,1,101.67,1,1
392941,2014-11-18,33.89,21.53,3,1,1,1,0,0,0,0,5,135.56,4,5
392941,2014-11-19,33.89,21.53,0,0,0,0,0,0,0,0,8,203.34,5,8
392941,2014-11-20,33.89,21.53,0,0,0,0,0,0,0,0,6,67.78,2,6
392941,2014-11-21,33.89,21.53,0,0,0,0,0,0,0,0,1,0,0,1
392941,2014-11-24,33.89,21.53,1,0,0,0,0,0,0,0,5,0,0,5
392941,2014-11-25,33.89,21.53,2,1,1,1,0,0,0,0,8,135.56,2,8
392941,2014-11-26,33.89,29.99,2,1,1,1,0,0,0,0,3,33.89,1,3
392941,2014-11-27,33.89,29.99,0,0,0,0,0,0,0,0,1,0,0,1
392941,2014-11-28,33.89,29.99,2,0,0,0,0,0,0,0,2,0,0,2
392941,2014-12-01,33.89,29.99,1,0,0,0,0,0,0,0,5,67.78,2,5
392941,2014-12-02,33.89,29.99,0,0,0,0,0,0,0,0,5,67.78,2,4
392941,2014-12-03,33.89,29.99,0,0,0,0,0,0,0,0,2,0,0,2
392941,2014-12-04,33.89,29.99,1,0,0,0,0,0,0,0,7,101.67,2,7
392941,2014-12-05,33.89,29.99,0,0,0,0,0,0,0,0,8,101.67,3,7
392941,2014-12-08,33.89,29.99,1,0,0,0,0,0,0,0,6,169.45,2,6
392941,2014-12-09,33.89,29.99,2,2,2,1,0,0,0,0,9,101.67,2,9
392941,2014-12-10,33.89,29.99,1,1,1,1,0,0,0,0,9,135.56,4,9
392941,2014-12-11,33.89,29.99,1,1,1,1,0,0,0,0,5,33.89,1,5
392941,2014-12-12,33.89,29.99,0,0,0,0,0,0,0,0,4,67.78,2,4
392941,2014-12-15,33.89,29.99,3,2,2,1,0,0,0,0,7,33.89,1,7
392941,2014-12-16,33.89,29.99,2,2,2,1,0,0,0,0,6,203.34,4,6
392941,2014-12-17,33.89,29.99,0,0,0,0,0,0,0,0,1,33.89,1,1
392941,2014-12-18,33.89,29.99,2,1,1,1,0,0,0,0,3,0,0,3
392941,2014-12-19,33.89,29.99,1,1,1,1,0,0,0,0,2,135.56,1,2
392941,2014-12-22,33.89,29.99,0,0,0,0,0,0,0,0,4,271.12,3,4
392941,2014-12-23,33.89,29.99,0,0,0,0,0,0,0,0,4,67.78,1,4
392941,2014-12-24,33.89,29.99,1,0,0,0,0,0,0,0,2,0,0,2
392941,2014-12-25,33.89,29.99,1,0,0,0,0,0,0,0,0,0,0,0
392941,2014-12-26,33.89,29.99,2,0,0,0,0,0,0,0,0,0,0,0
392941,2014-12-29,33.89,29.99,0,0,0,0,0,0,0,0,4,101.67,2,4
392941,2014-12-30,33.89,29.99,0,0,0,0,0,0,0,0,2,33.89,1,2
392941,2014-12-31,33.89,29.99,0,0,0,0,0,0,0,0,4,0,0,4
392941,2015-01-01,33.89,29.99,1,0,0,1,0,0,0,0,0,0,0,0
392941,2015-01-02,33.89,29.99,1,0,0,1,0,0,0,0,6,101.67,3,5
392941,2015-01-05,33.89,29.99,2,33.89,1,2,0,0,0,0,3,33.89,1,3
392941,2015-01-06,33.89,29.99,1,0,0,1,0,0,0,0,5,0,0,5
392941,2015-01-07,33.89,29.99,3,33.89,1,2,0,0,0,0,5,67.78,2,5
392941,2015-01-08,33.89,29.99,0,0,0,0,0,0,0,0,8,67.78,2,8
392941,2015-01-09,33.89,29.99,3,67.78,2,3,0,0,0,0,3,33.89,1,3
392941,2015-01-12,33.89,29.99,1,0,0,1,0,0,0,0,3,0,0,2
392941,2015-01-13,33.89,29.99,2,0,0,2,0,0,0,0,6,0,0,5
392941,2015-01-14,33.89,26.8,0,0,0,0,0,0,0,0,3,237.23,3,3
392941,2015-01-15,33.89,29,3,33.89,1,3,0,0,0,0,3,33.89,1,3
392941,2015-01-16,33.89,29,5,101.67,3,4,0,0,0,0,4,169.45,2,4
392941,2015-01-19,33.89,29,3,33.89,1,3,0,0,0,0,3,0,0,3
392941,2015-01-20,33.89,29,1,33.89,1,1,0,0,0,0,6,203.34,2,5
392941,2015-01-21,33.89,29,1,33.89,1,1,0,0,0,0,2,33.89,1,2
392941,2015-01-22,33.89,29,1,0,0,1,0,0,0,0,4,271.12,2,4
392941,2015-01-23,33.89,29,1,0,0,1,0,0,0,0,1,0,0,1
392941,2015-01-26,33.89,29,1,0,0,1,0,0,0,0,3,0,0,3
392941,2015-01-27,33.89,28.79,1,0,0,1,0,0,0,0,2,33.89,1,2
392941,2015-01-28,33.89,27.77,3,33.89,1,3,0,0,0,0,6,101.67,3,6
392941,2015-01-29,33.89,25.74,0,0,0,0,0,0,0,0,5,101.67,3,5
392941,2015-01-30,33.89,24.62,1,0,0,1,0,0,0,0,1,0,0,1
392941,2015-02-02,33.89,24.62,1,0,0,1,0,0,0,0,0,0,0,0
392941,2015-02-03,33.89,28.5,1,67.78,1,1,0,0,0,0,5,0,0,2
392941,2015-02-04,33.89,28.13,2,33.89,1,2,0,0,0,0,6,33.89,1,6
392941,2015-02-05,33.89,27.76,2,0,0,2,0,0,0,0,4,0,0,4
392941,2015-02-06,33.89,27.76,0,0,0,0,0,0,0,0,7,67.78,1,7
392941,2015-02-09,33.89,28.41,0,0,0,0,0,0,0,0,4,33.89,1,4
392941,2015-02-10,33.89,27.67,3,67.78,2,2,0,0,0,0,7,0,0,6
392941,2015-02-11,33.89,27.3,1,0,0,1,0,0,0,0,4,67.78,2,4
392941,2015-02-12,33.89,28.79,1,0,0,1,0,0,0,0,3,33.89,1,3
392941,2015-02-13,33.89,28.41,2,33.89,1,2,0,0,0,0,5,169.45,3,5
392941,2015-02-16,33.89,27.67,3,33.89,1,2,0,0,0,0,4,33.89,1,4
392941,2015-02-17,33.89,28.79,4,33.89,1,4,0,0,0,0,3,33.89,1,3
392941,2015-02-18,33.89,28.41,3,0,0,3,0,0,0,0,0,0,0,0
392941,2015-02-19,33.89,27.67,5,33.89,1,4,0,0,0,0,6,67.78,2,6
392941,2015-02-20,33.89,27.3,1,0,0,1,1,0,0,1,4,0,0,3
392941,2015-02-23,33.89,28.41,1,0,0,1,0,0,0,0,9,0,0,9
392941,2015-02-24,33.89,27.67,3,0,0,3,0,0,0,0,8,101.67,3,7
392941,2015-02-25,33.89,27.67,4,0,0,4,0,0,0,0,7,33.89,1,4
392941,2015-02-26,33.89,27.3,2,33.89,1,2,0,0,0,0,4,33.89,1,3
392941,2015-02-27,33.89,28.79,0,0,0,0,0,0,0,0,1,0,0,1
392941,2015-03-02,33.89,28.41,1,0,0,1,0,0,0,0,3,203.34,2,3
392941,2015-03-03,33.89,27.67,3,33.89,1,3,0,0,0,0,5,67.78,2,5
392941,2015-03-04,33.89,27.3,2,33.89,1,2,0,0,0,0,5,33.89,1,5
392941,2015-03-05,33.89,28.41,0,0,0,0,0,0,0,0,3,33.89,1,3
392941,2015-03-06,33.89,28.03,2,0,0,2,0,0,0,0,4,0,0,4
392941,2015-03-09,33.89,27.3,1,0,0,1,0,0,0,0,6,101.67,2,6
392941,2015-03-10,33.89,28.41,2,33.89,1,2,0,0,0,0,4,101.67,2,3
392941,2015-03-11,33.89,28.03,3,0,0,2,0,0,0,0,7,67.78,2,7
392941,2015-03-12,33.89,27.93,0,0,0,0,0,0,0,0,3,0,0,3
392941,2015-03-13,33.89,27.3,3,0,0,2,0,0,0,0,3,0,0,3
392941,2015-03-16,33.89,28.02,3,0,0,3,0,0,0,0,3,0,0,3
392941,2015-03-17,33.89,27.39,1,0,0,1,0,0,0,0,4,33.89,1,4
